dx,rx
0,-0.0
1,1.0700000524520874
0,-0.0
1,1.0233333110809326
2,1.8300000429153442
0,-0.0
1,0.9150000214576721
1,0.9150000214576721
1,0.8100000023841858
1,0.9150000214576721
0,-0.0
1,0.8100000023841858
1,0.8100000023841858
1,0.9150000214576721
3,3.069999933242798
3,3.069999933242798
3,3.210000157356262
3,3.069999933242798
2,1.8300000429153442
1,0.9150000214576721
2,2.0466666221618652
1,1.0233333110809326
2,1.8300000429153442
2,2.140000104904175
3,3.552000045776367
4,4.736000061035156
4,4.736000061035156
3,3.069999933242798
2,1.8300000429153442
3,3.069999933242798
1,0.9150000214576721
2,2.0466666221618652
3,3.210000157356262
2,2.0466666221618652
2,2.0466666221618652
3,3.552000045776367
2,2.140000104904175
3,3.069999933242798
1,0.8100000023841858
1,0.8100000023841858
1,0.8100000023841858
1,0.8100000023841858
2,1.8300000429153442
1,0.9150000214576721
1,0.8100000023841858
1,0.8100000023841858
2,2.0466666221618652
2,2.0466666221618652
2,2.0466666221618652
1,0.9150000214576721
2,2.0466666221618652
3,3.069999933242798
2,1.8300000429153442
2,1.8300000429153442
2,2.0466666221618652
2,2.0466666221618652
3,3.069999933242798
2,2.0466666221618652
3,3.069999933242798
3,3.210000157356262
3,3.210000157356262
3,3.069999933242798
2,2.0466666221618652
3,3.069999933242798
2,2.0466666221618652
2,1.8300000429153442
2,1.8300000429153442
1,0.9150000214576721
1,0.8100000023841858
1,0.8100000023841858
0,-0.0
1,0.8100000023841858
1,0.8100000023841858
1,0.8100000023841858
0,-0.0
1,0.9150000214576721
1,0.9150000214576721
1,1.0233333110809326
1,1.0233333110809326
1,0.9150000214576721
1,0.9150000214576721
1,0.9150000214576721
1,0.9150000214576721
1,0.9150000214576721
1,0.8100000023841858
1,0.9150000214576721
0,-0.0
0,-0.0
0,-0.0
1,0.8100000023841858
1,0.8100000023841858
0,-0.0
1,0.9150000214576721
0,-0.0
1,0.8100000023841858
1,0.8100000023841858
1,0.8100000023841858
0,-0.0
0,-0.0
1,0.8100000023841858
1,0.8100000023841858
2,1.8300000429153442
2,1.8300000429153442
1,0.8100000023841858
1,0.8100000023841858
2,1.8300000429153442
2,1.8300000429153442
2,1.8300000429153442
3,3.069999933242798
2,1.8300000429153442
1,0.8100000023841858
3,3.069999933242798
3,3.069999933242798
2,1.8300000429153442
2,1.8300000429153442
3,3.069999933242798
2,1.8300000429153442
2,1.8300000429153442
1,0.8100000023841858
2,1.8300000429153442
1,0.8100000023841858
1,0.9150000214576721
1,0.9150000214576721
0,-0.0
0,-0.0
1,0.9150000214576721
0,-0.0
1,0.8100000023841858
1,0.8100000023841858
0,-0.0
0,-0.0
0,-0.0
0,-0.0
1,0.8100000023841858
0,-0.0
0,-0.0
-1,-0.8100000023841858
-2,-1.8300000429153442
-1,-0.9150000214576721
-1,-0.9150000214576721
0,-0.0
0,-0.0
-1,-1.184000015258789
-2,-2.368000030517578
-4,-5.508571624755859
-1,-1.4387500286102295
-1,-1.3771429061889648
-1,-1.3771429061889648
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
